no,Species,APG.family,Growthform,EveDec,LA mean (leaf let),Scanned leaf DW,Lamina DW,petiole DW,Lamina thickness,Whole leaf LMA,LD LMA,TD
,,,,,,,,,,,,
744,Rubus_palmatus_var_yakumontanus,Rosaceae,W,D,27.18625,0.65049,,,0.3155,59.81792266,62.14682218,0.196978834
,,,,,,,,,,,,
745,Rhododendron_indicum,Ericaceae,W,E,1.0665,0.10571,,,0.286,55.06589571,,
,,,,,,,,,,,,
746,Hydrangea_luteovenosa_var_yakusimensis,Hydrangeaceae,W,D,3.842875,0.06793,,,0.271,22.09608691,,
,,,,,,,,,,,,
747,Schizophragma_hydrangeoides,Hydrangeaceae,W,D,46.06466667,1.07818,,,0.293,78.01930619,59.34569518,0.202545035
,,,,,,,,,,,,
748,Smilax_china,Smilacaceae,W,E,4.5395,0.11201,,,0.27,41.12420604,,
,,,,,,,,,,,,
749,Ilex_pedunculosa,Aquifoliaceae,W,E,10.967,0.72577,,,0.2635,110.2960396,96.89352935,0.367717379
,,,,,,,,,,,,
750,Euonymus_yakushimensis,Celastraceae,W,D,21.13916667,0.35948,,,0.128,28.34233453,26.43245295,0.206503539
,,,,,,,,,,,,
751,Euonymus_yakushimensis,Celastraceae,W,D,15.56,0.30288,,,0.1445,32.44215938,30.64687584,0.212089106
,,,,,,,,,,,,
752,Euonymus_yakushimensis,Celastraceae,W,D,22.617,0.29743,,,0.1445,32.87681832,26.89081918,0.186095634
,,,,,,,,,,,,
753,Rubus_illecebrosus_var_yakushimensis,Rosaceae,W,,0.466733333,0.01751,,,0.1175,25.01071276,,
,,,,,,,,,,,,
754,Rubus_illecebrosus_var_yakushimensis,Rosaceae,W,,1.562263158,0.11772,,,0.196,39.65906411,,
,,,,,,,,,,,,
755,Rubus_illecebrosus_var_yakushimensis,Rosaceae,W,,1.099066667,0.03086,,,0.126,18.71891302,,
,,,,,,,,,,,,
756,Hydrangea_luteovenosa_var_yakusimensis,Hydrangeaceae,W,D,4.2161,0.16815,,,0.2895,39.8828301,,
,,,,,,,,,,,,
757,Carpinus_laxiflora,Betulaceae,W,D,11.19166667,0.39745,,,0.137,59.18838421,48.76507456,0.355949449
,,,,,,,,,,,,
758,Carpinus_laxiflora,Betulaceae,W,D,10.087,0.47216,,,0.165,58.51095469,48.80327175,0.295777405
,,,,,,,,,,,,
759,Berchemia_racemosa_var_luxurians,Rhamnaceae,W,D,18.3945,0.6908,,,0.18,62.59117309,54.27820179,0.301545566
,,,,,,,,,,,,
760,Ehretia_acuminata,Boraginaceae,NA,NA,62.3995,1.13218,,,0.267,90.72027821,88.75752866,0.332425201
,,,,,,,,,,,,
761,Ehretia_acuminata,Boraginaceae,NA,NA,114.862,2.36312,,,0.2795,102.8677892,85.2943171,0.305167503
,,,,,,,,,,,,
762,Adina_pilulifera,Rubiaceae,W,E,25.92225,0.99764,,,0.255,96.21464186,93.99054319,0.368590365
,,,,,,,,,,,,
763,Glochidion_zeylanicum,Euphorbiaceae,W,E,39.249,0.76433,,,0.2045,64.91290649,57.41037107,0.280735311
,,,,,,,,,,,,
764,Ardisia_quinquegona,Primulaceae,W,E,30.24933333,0.51804,,,0.2135,57.0855556,53.18321578,0.249101713
,,,,,,,,,,,,
765,Tarenna_gracilipes,Rubiaceae,W,E,51.27866667,0.51244,,,0.1865,33.31079851,30.30310116,0.162483116
,,,,,,,,,,,,
766,Ficus_microcarpa,Moraceae,W,E,12.62216667,0.76421,,,0.3815,100.9084547,82.56958448,0.216434035
,,,,,,,,,,,,
767,Tarenna_gracilipes,Rubiaceae,W,E,40.35233333,0.42758,,,0.17,35.32055148,32.79865067,0.192933239
,,,,,,,,,,,,
768,Tarenna_gracilipes,Rubiaceae,W,E,35.932,0.39375,,,0.1715,36.5273294,29.83200253,0.173947537
,,,,,,,,,,,,
769,Microtropis_japonica,Celastraceae,W,E,21.12933333,0.54997,,,3.285,86.7624787,89.81113439,0.027339767
,,,,,,,,,,,,
770,Aucuba_japonica_var_ovoidea,Garryaceae,W,E,53.9385,0.66247,,,0.3345,61.4097537,49.68180704,0.148525582
,,,,,,,,,,,,
771,Aucuba_japonica_var_ovoidea,Garryaceae,W,E,45.649,1.11882,,,0.3375,81.69729896,67.99099169,0.20145479
,,,,,,,,,,,,
772,Fraxinus_sieboldiana,Oleaceae,W,D,12.7064,0.33194,,,0.1495,52.24768621,42.41160924,0.283689694
,,,,,,,,,,,,
773,Lasianthus_japonicus,Rubiaceae,W,E,34.948,0.5792,,,0.223,55.24398153,39.95425691,0.179167071
,,,,,,,,,,,,
774,Lasianthus_japonicus,Rubiaceae,W,E,49.543,0.63504,,,0.262,42.7265204,34.02096064,0.129850995
,,,,,,,,,,,,
775,Turpinia_ternata,Staphyleaceae,W,E,42.636,1.17656,,,0.328,91.98486412,85.49803543,0.260664742
,,,,,,,,,,,,
777,Hydrangea_grosseserrata,Hydrangeaceae,W,D,16.633,0.14241,,,0.19,17.12379006,17.58343811,0.092544411
,,,,,,,,,,,,
778,Rubus_buergeri,Rosaceae,W,E,32.99433333,0.46075,,,0.2715,46.5483972,,
,,,,,,,,,,,,
779,Rubus_buergeri,Rosaceae,W,E,43.4395,0.52738,,,0.286,60.70281656,55.20766666,0.1930338
,,,,,,,,,,,,
780,Stephania_japonica,Menispermaceae,W,E,52.3115,0.47058,,,0.212,44.97863758,38.80834132,0.183058214
,,,,,,,,,,,,
781,Vitis_flexuosa,Vitaceae,W,D,34.8545,0.63455,,,0.1515,45.51420907,36.83482003,0.243134126
,,,,,,,,,,,,
782,Lasianthus_fordii,Rubiaceae,W,E,21.98883333,0.56289,,,0.3325,42.66483746,38.75741174,0.116563644
,,,,,,,,,,,,
783,Ampelopsis_glandulosa_var_heterophylla,Vitaceae,W,D,28.023,0.62248,,,0.1885,55.53295507,46.94434201,0.249041602
,,,,,,,,,,,,
784,Aria_alnifolia,Rosaceae,W,D,20.2234,0.8161,,,0.276,80.70848621,67.64721701,0.245098612
,,,,,,,,,,,,
785,Rhododendron_yakumontanum,Ericaceae,W,D,7.092444444,0.38533,,,0.3525,60.36627397,62.69431518,0.177856213
,,,,,,,,,,,,
786,Rhododendron_yakumontanum,Ericaceae,W,D,7.230333333,0.31676,,,0.2275,73.01645844,69.17510447,0.304066393
,,,,,,,,,,,,
787,Daphne_kiusiana,Thymelaeaceae,W,E,9.428833333,0.41515,,,0.3725,73.38306259,70.69662572,0.189789599
,,,,,,,,,,,,
788,Stauntonia_hexaphylla,Lardizabalaceae,W,E,19.53116667,1.3109,,,0.4125,111.863944,99.10896616,0.24026416
,,,,,,,,,,,,
789,Stauntonia_hexaphylla,Lardizabalaceae,W,E,14.55516667,0.88847,,,0.392,101.7359242,91.54592327,0.233535519
,,,,,,,,,,,,
790,Vitis_flexuosa,Vitaceae,W,D,27.44166667,0.43544,,,0.145,52.89280292,44.58884886,0.307509302
,,,,,,,,,,,,
791,Stauntonia_hexaphylla,Lardizabalaceae,W,E,9.0625,0.59046,,,0.3345,108.5903448,88.87212022,0.265686458
,,,,,,,,,,,,
792,Hydrangea_paniculata,Hydrangeaceae,W,D,103.8765,1.16077,,,0.2775,55.87259871,64.3367942,0.231844303
,,,,,,,,,,,,
793,Lonicera_hypoglauca,Caprifoliaceae,W,ED,6.219916667,0.27862,,,0.1975,37.3290103,41.32935562,0.20926256
,,,,,,,,,,,,
794,Debregeasia_orientalis,Urticaceae,W,D,31.6675,0.54132,,,0.28,42.73466488,39.05025684,0.139465203
,,,,,,,,,,,,
795,Debregeasia_orientalis,Urticaceae,W,D,28.073,0.49467,,,0.262,44.05211413,36.17273547,0.138063876
,,,,,,,,,,,,
796,Bredia_hirsuta,Melastomataceae,W,E,20.033,0.2063,,,0.2445,25.74502072,22.14163568,0.090558837
,,,,,,,,,,,,
797,Bredia_hirsuta,Melastomataceae,W,E,19.3465,0.10657,,,0.2415,27.54244954,27.61656573,0.114354309
,,,,,,,,,,,,
798,Ardisia_pusilla,Primulaceae,W,E,6.303666667,0.07569,,,0.1845,40.02432447,,
,,,,,,,,,,,,
799,Ardisia_pusilla,Primulaceae,W,E,5.703333333,0.07294,,,0.924,42.63004091,,
,,,,,,,,,,,,
800,Syzygium_jambos,Myrtaceae,W,E,42.11333333,2.16738,,,0.377,171.5513693,143.9397305,0.381802999
,,,,,,,,,,,,
801,Vitex_rotundifolia,Verbenaceae,W,E,8.438111111,0.83427,,,0.394,109.8547595,107.4868824,0.272809346
,,,,,,,,,,,,
802,Alangium_premnifolium,Cornaceae,NA,NA,186.784,1.83168,,,0.2835,98.06407401,80.557866,0.28415473
,,,,,,,,,,,,
803,Smilax_sebeana,Smilacaceae,W,E,34.87833333,0.96595,,,0.2695,92.3161466,75.64316135,0.280679634
,,,,,,,,,,,,
804,Smilax_sebeana,Smilacaceae,W,E,22.03875,0.5878,,,0.2955,66.67801032,69.90085101,0.236551103
,,,,,,,,,,,,
805,Rosa_luciae,Rosaceae,W,D,1.840642857,0.15829,,,0.161,61.42652024,,
,,,,,,,,,,,,
806,Rosa_luciae,Rosaceae,W,D,6.999333333,0.1711,,,0.246,81.48395085,,
