Species,Family,Growth_form,Leaf_habit,Leaf_type,Location,Biomes,Data contributor,ID,Rep,Leaf_area_leaf,Dry_mass_leaf,LTleaf,LMAleaf,LDleaf,Leaf_area_disc,Dry_mass_disc,LTdisc,LMAdisc,LDdisc
Strychnos angustiflora,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,42,5,27.28,0.1695,0.183666667,62.13343109,0.338294543,0.889,0.0045,0.165666667,50.61867267,0.305545308
Strychnos angustiflora,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,42,6,38.887,0.2683,0.193,68.99477975,0.357485905,0.889,0.0053,0.189333333,59.61754781,0.314881414
Mussaenda pubescens,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,43,1,39.4,0.2748,0.233333333,69.74619289,0.298912255,0.889,0.0055,0.256333333,61.86726659,0.241354746
Mussaenda pubescens,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,43,2,60.174,0.4172,0.257,69.33226975,0.269775369,0.889,0.0061,0.242333333,68.61642295,0.283148926
Mussaenda pubescens,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,43,3,62.073,0.3915,0.254666667,63.07090039,0.247660604,0.889,0.0053,0.237,59.61754781,0.251550835
Mussaenda pubescens,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,43,4,64.897,0.4517,0.257666667,69.60260104,0.270126524,0.889,0.0049,0.266333333,55.11811024,0.206951603
Mussaenda pubescens,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,43,5,50.176,0.3206,0.244666667,63.89508929,0.261151591,0.889,0.0046,0.231666667,51.74353206,0.223353376
Mussaenda pubescens,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,43,6,59.044,0.4005,0.245333333,67.83077027,0.276484118,0.889,0.006,0.287,67.49156355,0.235162242
Ficus langkokensis,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,44,1,40.235,0.2476,0.198666667,61.53846154,0.309757357,0.889,0.0052,0.225666667,58.49268841,0.259199506
Ficus langkokensis,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,44,2,36.494,0.1765,0.173,48.36411465,0.279561356,0.889,0.0058,0.217666667,65.24184477,0.299732824
Ficus langkokensis,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,44,3,34.824,0.1836,0.180333333,52.72226051,0.29236004,0.889,0.0053,0.221,59.61754781,0.26976266
Ficus langkokensis,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,44,4,36.411,0.2491,0.222666667,68.41339156,0.30724577,0.889,0.0056,0.217333333,62.99212598,0.28984107
Ficus langkokensis,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,44,5,40.51,0.2165,0.17,53.44359417,0.314374083,0.889,0.005,0.205333333,56.24296963,0.273910566
Ficus langkokensis,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,44,6,36.101,0.2218,0.205333333,61.43874131,0.299214649,0.889,0.0053,0.185333333,59.61754781,0.321677416
Dalbergia rimosa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalbergia rimosa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalbergia rimosa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,45,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalbergia rimosa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,45,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalbergia rimosa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,45,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalbergia rimosa,Leguminosae,L,E,compound,Mengla_Bubeng,TRF,Chen Yajun,45,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canarium album,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,46,1,49.687,0.5906,0.227333333,118.8640892,0.522862562,0.889,0.0084,0.209666667,94.48818898,0.450659089
Canarium album,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,46,2,66.299,0.8015,0.204666667,120.8917178,0.590676146,0.889,0.0109,0.224333333,122.6096738,0.546551295
Canarium album,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,46,3,51.008,0.6398,0.219666667,125.4313049,0.571007458,0.889,0.0099,0.223666667,111.3610799,0.497888584
Canarium album,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,46,4,61.925,0.7951,0.230666667,128.3972547,0.556635497,0.889,0.0093,0.226666667,104.6119235,0.461523192
Canarium album,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,46,5,83.115,0.9889,0.204666667,118.9797269,0.58133417,0.889,0.0096,0.224,107.9865017,0.482082597
Canarium album,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,46,6,59.085,0.6079,0.192,102.8856732,0.535862881,0.889,0.0099,0.223333333,111.3610799,0.498631701
Pittosporopsis kerrii,Icacinaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,47,1,48.894,0.4437,0.267666667,90.74733096,0.339031124,0.889,0.0077,0.258333333,86.61417323,0.335280671
Pittosporopsis kerrii,Icacinaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,47,2,73.54,0.5503,0.251666667,74.83002448,0.297337846,0.889,0.0082,0.299,92.23847019,0.308489867
Pittosporopsis kerrii,Icacinaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,47,3,45.421,0.321,0.25,70.67215605,0.282688624,0.889,0.0054,0.236,60.7424072,0.257383081
Pittosporopsis kerrii,Icacinaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,47,4,54.084,0.5104,0.277,94.37171807,0.340692123,0.889,0.0064,0.243333333,71.99100112,0.295853429
Pittosporopsis kerrii,Icacinaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,47,5,52.443,0.3901,0.241333333,74.38552333,0.308227307,0.889,0.0062,0.255666667,69.74128234,0.272782069
Pittosporopsis kerrii,Icacinaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,47,6,45.443,0.4415,0.284666667,97.15467729,0.341292777,0.889,0.0073,0.274666667,82.11473566,0.298961416
Ficus semicordata,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,48,1,182.155,0.6137,0.184333333,33.69108726,0.182772625,0.889,0.0027,0.206666667,30.3712036,0.146957437
Ficus semicordata,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,48,2,172.254,0.7042,0.181333333,40.88148896,0.225449388,0.889,0.003,0.261666667,33.74578178,0.128964771
Ficus semicordata,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,48,3,179.677,0.6676,0.213,37.15556248,0.17443926,0.889,0.0025,0.183666667,28.12148481,0.153111533
Ficus semicordata,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,48,4,202.533,0.6608,0.166666667,32.62678181,0.195760691,0.889,0.0016,0.159,17.99775028,0.113193398
Ficus semicordata,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,48,5,172.166,0.6862,0.203,39.85688231,0.196339322,0.889,0.0027,0.186333333,30.3712036,0.162993937
Ficus semicordata,Moraceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,48,6,166.275,0.6343,0.210666667,38.14764697,0.181080603,0.889,0.0024,0.196333333,26.99662542,0.137504034
Harpullia cupanioides,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,49,1,116.032,0.6912,0.128,59.56977386,0.465388858,0.889,0.0054,0.161333333,60.7424072,0.376502524
Harpullia cupanioides,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,49,2,122.166,0.7263,0.140333333,59.45189333,0.423647696,0.889,0.004,0.131333333,44.9943757,0.342596769
Harpullia cupanioides,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,49,3,87.721,0.7067,0.163666667,80.56223709,0.492233628,0.889,0.0052,0.152,58.49268841,0.384820319
Harpullia cupanioides,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,49,4,74.136,0.4878,0.147333333,65.79799288,0.446592712,0.889,0.0052,0.146666667,58.49268841,0.398813785
Harpullia cupanioides,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,49,5,102.296,0.6801,0.146666667,66.48353797,0.45329685,0.889,0.0051,0.146333333,57.36782902,0.392035278
Harpullia cupanioides,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,49,6,132.986,1.0268,0.161,77.21113501,0.479572267,0.889,0.0054,0.162333333,60.7424072,0.374183207
Dysoxylum lenticellatum,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,50,1,145.589,1.5134,0.289,103.9501611,0.359689139,0.889,0.0036,0.281,40.49493813,0.1441101
Dysoxylum lenticellatum,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,50,2,82.296,0.8212,0.297666667,99.78613784,0.335227787,0.889,0.0087,0.301,97.86276715,0.325125472
Dysoxylum lenticellatum,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,50,3,55.965,0.5811,0.276333333,103.8327526,0.375751819,0.889,0.0073,0.269666667,82.11473566,0.304504582
Dysoxylum lenticellatum,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,50,4,30.486,0.267,0.268333333,87.58118481,0.326389509,0.889,0.0075,0.265666667,84.36445444,0.317557545
Dysoxylum lenticellatum,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,50,5,20.962,0.1853,0.281,88.39805362,0.314583821,0.889,0.0079,0.272,88.86389201,0.326705485
Dysoxylum lenticellatum,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,50,6,22.233,0.1994,0.283666667,89.68650205,0.316168632,0.889,0.0071,0.272,79.86501687,0.293621386
Syzygium megacarpum,Myrtaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium megacarpum,Myrtaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium megacarpum,Myrtaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,51,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium megacarpum,Myrtaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,51,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium megacarpum,Myrtaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,51,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syzygium megacarpum,Myrtaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,51,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nephelium chryseum,Sapindaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,52,1,41.851,0.4301,0.161333333,102.7693484,0.637000093,0.889,0.0054,0.14,60.7424072,0.433874337
Nephelium chryseum,Sapindaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,52,2,40.107,0.3706,0.153333333,92.40282245,0.602627103,0.889,0.0064,0.152,71.99100112,0.473625007
Nephelium chryseum,Sapindaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,52,3,38.499,0.2832,0.150666667,73.56035222,0.488232426,0.889,0.0077,0.172,86.61417323,0.503570775
Nephelium chryseum,Sapindaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,52,4,33.668,0.2372,0.145333333,70.45265534,0.484765977,0.889,0.0059,0.172333333,66.36670416,0.385106601
Nephelium chryseum,Sapindaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,52,5,41.568,0.2871,0.149333333,69.06755196,0.462505928,0.889,0.0063,0.15,70.86614173,0.472440945
Nephelium chryseum,Sapindaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,52,6,54.197,0.5466,0.166333333,100.8542908,0.606338422,0.889,0.0077,0.168333333,86.61417323,0.514539643
Glochidion puberum,Phyllanthaceae,S,D,single,Mengla_Bubeng,TRF,Chen Yajun,53,1,98.707,0.4598,0.176333333,46.58230926,0.264171886,0.889,0.0058,0.185333333,65.24184477,0.352024342
Glochidion puberum,Phyllanthaceae,S,D,single,Mengla_Bubeng,TRF,Chen Yajun,53,2,75.163,0.3389,0.181666667,45.08867395,0.248194535,0.889,0.0067,0.176,75.3655793,0.428213519
Glochidion puberum,Phyllanthaceae,S,D,single,Mengla_Bubeng,TRF,Chen Yajun,53,3,59.396,0.2714,0.186,45.69331268,0.245662971,0.889,0.0059,0.203333333,66.36670416,0.326393627
Glochidion puberum,Phyllanthaceae,S,D,single,Mengla_Bubeng,TRF,Chen Yajun,53,4,58.812,0.2784,0.183,47.33727811,0.258673651,0.889,0.006,0.179,67.49156355,0.377047841
Glochidion puberum,Phyllanthaceae,S,D,single,Mengla_Bubeng,TRF,Chen Yajun,53,5,111.066,0.5334,0.210666667,48.02549835,0.227969138,0.889,0.0045,0.237666667,50.61867267,0.212981792
Glochidion puberum,Phyllanthaceae,S,D,single,Mengla_Bubeng,TRF,Chen Yajun,53,6,74.084,0.3784,0.194,51.07715566,0.263284308,0.889,0.0052,0.168333333,58.49268841,0.347481317
Phoebe lanceolata,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,54,1,55.386,0.4256,0.137666667,76.84252338,0.558178136,0.889,0.0046,0.139333333,51.74353206,0.371365063
Phoebe lanceolata,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,54,2,44.297,0.2934,0.145666667,66.23473373,0.454700689,0.889,0.0049,0.146333333,55.11811024,0.376661346
Phoebe lanceolata,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,54,3,38.99,0.2597,0.152,66.60682226,0.438202778,0.889,0.0055,0.135333333,61.86726659,0.45714729
Phoebe lanceolata,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,54,4,42.749,0.3523,0.148333333,82.41128447,0.555581693,0.889,0.0037,0.126333333,41.61979753,0.329444308
Phoebe lanceolata,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,54,5,37.549,0.2733,0.143333333,72.7848944,0.507801589,0.889,0.0045,0.135666667,50.61867267,0.373110609
Phoebe lanceolata,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,54,6,32.99,0.2342,0.144,70.99120946,0.49299451,0.889,0.0049,0.141,55.11811024,0.390908583
Macaranga denticulata,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macaranga denticulata,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,55,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macaranga denticulata,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,55,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macaranga denticulata,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,55,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macaranga denticulata,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,55,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Macaranga denticulata,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,55,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poikilospermum suaveolens,Urticaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,56,1,108.323,0.8125,0.232666667,75.00715453,0.32238032,0.889,0.0035,0.241666667,39.37007874,0.162910671
Poikilospermum suaveolens,Urticaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,56,2,189.527,0.8015,0.224666667,42.2894891,0.188232147,0.889,0.0033,0.252666667,37.12035996,0.146914353
Poikilospermum suaveolens,Urticaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,56,3,82.454,0.1811,0.211666667,21.96376161,0.103765803,0.889,0.0024,0.216,26.99662542,0.124984377
Poikilospermum suaveolens,Urticaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,56,4,109.39,0.2446,0.183333333,22.36036201,0.121965611,0.889,0.0036,0.286333333,40.49493813,0.141425861
Poikilospermum suaveolens,Urticaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,56,5,272.402,1.1965,0.208333333,43.92405342,0.210835456,0.889,0.0032,0.258,35.99550056,0.139517444
Poikilospermum suaveolens,Urticaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,56,6,265.228,1.3464,0.278666667,50.76387108,0.182167001,0.889,0.0037,0.263,41.61979753,0.158250181
Alnus cremastogyne,Betulaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,57,1,62.834,0.5291,0.201,84.20600312,0.418935339,0.889,0.0071,0.196666667,79.86501687,0.406093306
Alnus cremastogyne,Betulaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,57,2,45.889,0.3895,0.193666667,84.87872911,0.438272267,0.889,0.0065,0.187666667,73.11586052,0.389604941
Alnus cremastogyne,Betulaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,57,3,61.157,0.5455,0.197,89.19665778,0.452774913,0.889,0.0074,0.202666667,83.23959505,0.410721686
Alnus cremastogyne,Betulaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,57,4,48.913,0.4311,0.187666667,88.13607834,0.469641625,0.889,0.0064,0.195666667,71.99100112,0.367926752
Alnus cremastogyne,Betulaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,57,5,51.289,0.4241,0.186,82.68829574,0.44456073,0.889,0.0067,0.198,75.3655793,0.380634239
Alnus cremastogyne,Betulaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,57,6,38.881,0.3254,0.183333333,83.69126308,0.456497799,0.889,0.0071,0.197,79.86501687,0.405406177
Heteropanax fragrans,Araliaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,58,1,30.501,0.2974,0.278666667,97.50499984,0.349898325,0.889,0.008,0.274333333,89.98875141,0.32802704
Heteropanax fragrans,Araliaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,58,2,27.397,0.2427,0.259666667,88.58634157,0.341154075,0.889,0.0082,0.252666667,92.23847019,0.365059908
Heteropanax fragrans,Araliaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,58,3,26.798,0.2583,0.253666667,96.38779013,0.379978148,0.889,0.0092,0.281,103.4870641,0.368281367
Heteropanax fragrans,Araliaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,58,4,26.413,0.2461,0.266666667,93.17381592,0.34940181,0.889,0.0072,0.245,80.98987627,0.330570924
Heteropanax fragrans,Araliaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,58,5,26.016,0.2638,0.258666667,101.399139,0.392006981,0.889,0.0063,0.214666667,70.86614173,0.330121778
Heteropanax fragrans,Araliaceae,T,E,compound,Mengla_Bubeng,TRF,Chen Yajun,58,6,18.897,0.1514,0.228333333,80.11853733,0.350884105,0.889,0.0079,0.230666667,88.86389201,0.385248087
Baccaurea ramiflora,Phyllanthaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,59,1,86.401,0.5358,0.273,62.01317114,0.227154473,0.889,0.0051,0.274666667,57.36782902,0.208863455
Baccaurea ramiflora,Phyllanthaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,59,2,108.25,0.6517,0.247666667,60.20323326,0.243081696,0.889,0.0062,0.252333333,69.74128234,0.276385531
Baccaurea ramiflora,Phyllanthaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,59,3,85.106,0.5491,0.265,64.51954034,0.243469964,0.889,0.0051,0.281666667,57.36782902,0.203672766
Baccaurea ramiflora,Phyllanthaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,59,4,86.141,0.5593,0.273,64.92843129,0.237833082,0.889,0.0057,0.277,64.11698538,0.231469261
Baccaurea ramiflora,Phyllanthaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,59,5,95.944,0.5828,0.274666667,60.7437672,0.221154492,0.889,0.0056,0.234666667,62.99212598,0.268432355
Baccaurea ramiflora,Phyllanthaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,59,6,116.004,0.7685,0.267333333,66.2477156,0.24780941,0.889,0.0059,0.272,66.36670416,0.243995236
Symplocos cochinchinensis,Symplocaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,60,1,78.12,1.0994,0.330666667,140.7322069,0.425601432,0.889,0.0087,0.313333333,97.86276715,0.31232798
Symplocos cochinchinensis,Symplocaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,60,2,89.852,1.1996,0.300666667,133.5084361,0.444041362,0.889,0.0111,0.316,124.8593926,0.39512466
Symplocos cochinchinensis,Symplocaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,60,3,72.752,0.6919,0.278666667,95.10391467,0.34128199,0.889,0.0067,0.286666667,75.3655793,0.262903184
Symplocos cochinchinensis,Symplocaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,60,4,69.405,0.7661,0.239666667,110.3810965,0.460560903,0.889,0.0092,0.280333333,103.4870641,0.369157185
Symplocos cochinchinensis,Symplocaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,60,5,50.219,0.8414,0.336333333,167.5461479,0.498155048,0.889,0.0085,0.287666667,95.61304837,0.332374444
Symplocos cochinchinensis,Symplocaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,60,6,54.091,0.9022,0.380333333,166.792997,0.438544251,0.889,0.0103,0.286666667,115.8605174,0.404164596
Canthium simile,Rubiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,61,1,30.571,0.2426,0.231666667,79.35625266,0.342544976,0.889,0.0069,0.202,77.61529809,0.384234149
Canthium simile,Rubiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,61,2,30.486,0.3289,0.251,107.8855868,0.429823055,0.889,0.0062,0.262666667,69.74128234,0.265512496
Canthium simile,Rubiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,61,3,21.686,0.1826,0.213333333,84.20178917,0.394695887,0.889,0.0068,0.190333333,76.4904387,0.40187621
Canthium simile,Rubiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,61,4,32.744,0.3488,0.259666667,106.5233325,0.410231062,0.889,0.0062,0.184,69.74128234,0.379028708
Canthium simile,Rubiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,61,5,29.147,0.3212,0.252333333,110.2000206,0.436723992,0.889,0.0062,0.214333333,69.74128234,0.325387009
Canthium simile,Rubiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,61,6,30.431,0.2534,0.212333333,83.27034931,0.39216805,0.889,0.0062,0.249333333,69.74128234,0.279711025
Celtis timorensis,Cannabaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,62,1,54.684,0.603,0.256666667,110.2699144,0.429623043,0.889,0.0119,0.329333333,133.8582677,0.40645223
Celtis timorensis,Cannabaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,62,2,60.916,0.9284,0.315,152.4065927,0.483830453,0.889,0.0086,0.243666667,96.73790776,0.397009197
Celtis timorensis,Cannabaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,62,3,49.677,0.4711,0.234333333,94.83261872,0.404691118,0.889,0.0123,0.364333333,138.3577053,0.379755824
Celtis timorensis,Cannabaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,62,4,57.471,0.5676,0.255333333,98.76285431,0.386799691,0.889,0.0108,0.276,121.4848144,0.440162371
Celtis timorensis,Cannabaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,62,5,55.554,0.8611,0.301,155.0023401,0.51495794,0.889,0.0083,0.232,93.36332958,0.402428145
Celtis timorensis,Cannabaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,62,6,49.665,0.5075,0.265333333,102.1846371,0.385117979,0.889,0.0079,0.243666667,88.86389201,0.364694495
Strychnos cathayensis,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strychnos cathayensis,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,63,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strychnos cathayensis,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,63,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strychnos cathayensis,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,63,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strychnos cathayensis,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,63,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strychnos cathayensis,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,63,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Balakata baccata,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,64,1,111.636,0.8928,0.215,79.97420187,0.371973032,0.889,0.0048,0.192666667,53.99325084,0.280241786
Balakata baccata,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,64,2,69.532,0.7012,0.229333333,100.8456538,0.439733956,0.889,0.0061,0.204,68.61642295,0.336355014
Balakata baccata,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,64,3,90.421,0.6187,0.158333333,68.42437044,0.432153919,0.889,0.0049,0.171666667,55.11811024,0.32107637
Balakata baccata,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,64,4,90.802,0.5345,0.161,58.8643422,0.365617032,0.889,0.0067,0.224666667,75.3655793,0.335455101
Balakata baccata,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,64,5,100.707,0.6793,0.176333333,67.45310654,0.382531795,0.889,0.0057,0.191,64.11698538,0.335691023
Balakata baccata,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,64,6,80.069,0.7269,0.202,90.78419863,0.449426726,0.889,0.0061,0.214333333,68.61642295,0.320138832
Sargentodoxa cuneata,Lardizabalaceae,L,D,compound,Mengla_Bubeng,TRF,Chen Yajun,65,1,57.553,0.4115,0.210333333,71.49931368,0.339933346,0.889,0.0072,0.237,80.98987627,0.341729436
Sargentodoxa cuneata,Lardizabalaceae,L,D,compound,Mengla_Bubeng,TRF,Chen Yajun,65,2,58.356,0.5216,0.253333333,89.38241141,0.352825308,0.889,0.0061,0.21,68.61642295,0.326744871
Sargentodoxa cuneata,Lardizabalaceae,L,D,compound,Mengla_Bubeng,TRF,Chen Yajun,65,3,53.316,0.5187,0.269,97.28786856,0.361664939,0.889,0.0058,0.192,65.24184477,0.339801275
Sargentodoxa cuneata,Lardizabalaceae,L,D,compound,Mengla_Bubeng,TRF,Chen Yajun,65,4,58.58,0.4116,0.200666667,70.26288836,0.350147284,0.889,0.0058,0.23,65.24184477,0.283660195
